Fund,Proposal,Challenge,Link,Overall score,Votes cast,YES,ABSTAIN,NO,Result,Ccy,Meets approval threshold,REQUESTED,STATUS,FUND DEPLETION,Reason for not funded status,Funding category,proposal_id,URL,No. Assessments,# valid reviews,"# allocated
(out of valid)",% of valid,"% of allocated
(out of valid)","Impact
score","Feasibility
score","Value for money
score"
Fund12,Empowering Ghana: Community Events and Cardano Ambassadors Unite for Progress,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/empowering-ghana-community-events-and-cardano-ambassadors-unite-for-progress,3.78,174,24249734,43744887,0,24249734,ADA,NO,25800,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,119512,https://app.ideascaleapp.eu/t/UCNZhHN,118,76,74,64.41%,97.37%,4.07,3.52,3.75
Fund12,"Empowering Human Value Exchange for Societal Contribution: The HX Project aims to transparently exchange human value, fostering social impact and individual growth.",Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/empowering-human-value-exchange-for-societal-contribution-the-hx-project-aims-to-transparently-exchange-human-value-fostering-social-impact-and-individual-growth,3.81,163,45622437,101525012,0,45622437,ADA,NO,100000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,121248,https://app.ideascaleapp.eu/t/UCNZhkq,113,69,69,61.06%,100.00%,4,3.74,3.7
Fund12,Empowering Industry Innovators: A Cardano Business Outreach & Onboarding Program,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/empowering-industry-innovators-a-cardano-business-outreach-and-onboarding-program,3.55,171,19790775,48902369,0,19790775,ADA,NO,88500,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,120204,https://app.ideascaleapp.eu/t/UCNZhSj,109,72,70,66.06%,97.22%,3.92,3.41,3.33
Fund12,Empowering Taiwan: Cardano Educational Platform,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/empowering-taiwan-cardano-educational-platform,3.68,319,51071543,48264013,0,51071543,ADA,YES,100000,NOT FUNDED,743,Over Budget,Cardano Open Developers,122997,https://app.ideascaleapp.eu/t/UCNZiDV,111,70,69,63.06%,98.57%,3.92,3.64,3.48
Fund12,"Empowering the Cardano Ecosystem Through Off/On-line Meetings in Makassar, South Sulawesi, Indonesia",Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/empowering-the-cardano-ecosystem-through-offon-line-meetings-in-makassar-south-sulawesi-indonesia,3.86,155,11055872,45956030,0,11055872,ADA,NO,15090,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,121765,https://app.ideascaleapp.eu/t/UCNZhtJ,119,74,74,62.18%,100.00%,3.95,3.74,3.89
Fund12,Empowering Workforce Management: Leveraging Blockchain for Professional Identity in an $88.19bn Industry,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/empowering-workforce-management-leveraging-blockchain-for-professional-identity-in-an-dollar8819bn-industry,3.84,148,16390939,43596070,0,16390939,ADA,NO,100000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,118798,https://app.ideascaleapp.eu/t/UCNZg5g,202,132,73,65.35%,55.30%,4.13,3.74,3.65
Fund12,Empowerment of web2 developers to build on Cardano ecosystem,Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/empowerment-of-web2-developers-to-build-on-cardano-ecosystem,3.76,168,29361704,47027182,0,29361704,ADA,NO,240000,NOT FUNDED,16600,Approval Threshold,Cardano Use Cases MVP,121865,https://app.ideascaleapp.eu/t/UCNZhux,101,64,63,63.37%,98.44%,4.15,3.52,3.62
Fund12,Enabling Advanced Contribution and Skills Tracking via APIs,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/enabling-advanced-contribution-and-skills-tracking-via-apis,4.05,185,43569454,39653326,0,43569454,ADA,NO,99000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,122101,https://app.ideascaleapp.eu/t/UCNZhyp,115,73,72,63.48%,98.63%,4.17,4.11,3.87
Fund12,Enabling low latency interactive donations with Hydra during livestreams,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/enabling-low-latency-interactive-donations-with-hydra-during-livestreams,3.75,159,12719591,42338157,0,12719591,ADA,NO,99100,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,123111,https://app.ideascaleapp.eu/t/UCNZiFN,105,69,69,65.71%,100.00%,4.03,3.57,3.64
Fund12,Endubis wallet V2.0 | Upgrade of UI and more fiat withdrawals across Africa,Cardano Use Cases: Product,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-product/endubis-wallet-v20-or-upgrade-of-ui-and-more-fiat-withdrawals-across-africa,4.19,265,54636621,30443387,0,54636621,ADA,YES,50000,NOT FUNDED,10306,Over Budget,Cardano Use Cases Product,123632,https://app.ideascaleapp.eu/t/UCNZiNv,129,87,79,67.44%,90.80%,4.35,4.08,4.13
Fund12,Engaging Developers on the Potential Application of Zero-Knowledge Proofs (ZKPs) in their DApps,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/engaging-developers-on-the-potential-application-of-zero-knowledge-proofs-zkps-in-their-dapps,3.95,211,20620530,46938617,0,20620530,ADA,NO,100000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,119411,https://app.ideascaleapp.eu/t/UCNZhFj,110,63,63,57.27%,100.00%,4.17,3.94,3.73
Fund12,Enhancing Cardano Innovation Through UX and Product Strategy Workshops,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/enhancing-cardano-innovation-through-ux-and-product-strategy-workshops,4.01,162,27045151,119297322,0,27045151,ADA,NO,80000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,122281,https://app.ideascaleapp.eu/t/UCNZh1m,105,73,73,69.52%,100.00%,4.21,4.05,3.77
Fund12,Enhancing NMKR with a Top-Quality Business Onboarding Program & Launchpad,Cardano Use Cases: Product,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-product/enhancing-nmkr-with-a-top-quality-business-onboarding-program-and-launchpad,4.03,516,125891352,38803934,0,125891352,ADA,YES,450000,NOT FUNDED,63006,Over Budget,Cardano Use Cases Product,121807,https://app.ideascaleapp.eu/t/UCNZht0,121,72,72,59.50%,100.00%,4.19,4.06,3.83
Fund12,Enhancing the L-Earning Bazaar Platform and Onboarding New Personas,Cardano Use Cases: Product,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-product/enhancing-the-l-earning-bazaar-platform-and-onboarding-new-personas,3.91,377,172469559,46082015,0,172469559,ADA,YES,243571,FUNDED,2425727,,Cardano Use Cases Product,121082,https://app.ideascaleapp.eu/t/UCNZhh7,95,68,68,71.58%,100.00%,4.03,4.1,3.59
Fund12,"enigmi - Live, Gamified, Multiplayer NFT Platform MVP",Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/enigmi-live-gamified-multiplayer-nft-platform-mvp-0aa2b,4.16,190,37384459,44456503,0,37384459,ADA,NO,300000,NOT FUNDED,16600,Approval Threshold,Cardano Use Cases MVP,121608,https://app.ideascaleapp.eu/t/UCNZhqk,96,60,59,62.50%,98.33%,4.19,4.3,4
Fund12,Enrich the Cardano Community with engaging IRL events to drive adoption and encourage regional growth.,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/enrich-the-cardano-community-with-engaging-irl-events-to-drive-adoption-and-encourage-regional-growth,3.63,171,11365943,48774597,0,11365943,ADA,NO,100000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,123048,https://app.ideascaleapp.eu/t/UCNZiEL,104,59,57,56.73%,96.61%,3.74,3.75,3.39
Fund12,Enterprise-Grade B2B Payments in ₳ - Bridging the Gap Between Coinbase and Oracle NetSuite with Bitwave,Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/enterprise-grade-b2b-payments-in-austral-bridging-the-gap-between-coinbase-and-oracle-netsuite-with-bitwave,4.27,198,34244949,42024241,0,34244949,ADA,NO,150000,NOT FUNDED,16600,Approval Threshold,Cardano Use Cases MVP,122850,https://app.ideascaleapp.eu/t/UCNZiA6,108,68,68,62.96%,100.00%,4.4,4.32,4.09
Fund12,Enterprise-Grade SDK to integrate Cardano into industrial ERP systems for Data Integrity,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/enterprise-grade-sdk-to-integrate-cardano-into-industrial-erp-systems-for-data-integrity,3.91,283,29252634,48215955,0,29252634,ADA,NO,75000,NOT FUNDED,743,Approval Threshold,Cardano Open Developers,123055,https://app.ideascaleapp.eu/t/UCNZiES,111,75,75,67.57%,100.00%,4.13,3.83,3.77
Fund12,"Eonpower: Solar Solutions for Off-Grid Africa, Enhanced by Cardano",Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/eonpower-solar-solutions-for-off-grid-africa-enhanced-by-cardano,3.57,164,36509756,43305638,0,36509756,ADA,NO,100000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,123197,https://app.ideascaleapp.eu/t/UCNZiGn,117,80,78,68.38%,97.50%,3.91,3.21,3.58
Fund12,Eqwiip - gateway for Developers in Africa to cardano ecosystem,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/eqwiip-gateway-for-developers-in-africa-to-cardano-ecosystem,3.66,256,27118092,36045837,0,27118092,ADA,NO,70000,NOT FUNDED,743,Approval Threshold,Cardano Open Developers,120162,https://app.ideascaleapp.eu/t/UCNZhR2,129,87,83,67.44%,95.40%,3.78,3.72,3.48
Fund12,Establish a Cardano Global Land Rights Action NGO,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/establish-a-cardano-global-land-rights-action-ngo,3.61,180,21978040,52468894,0,21978040,ADA,NO,100000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,123110,https://app.ideascaleapp.eu/t/UCNZiFM,113,73,73,64.60%,100.00%,3.93,3.53,3.38
Fund12,Establish Regional Cardano Esports Team and Events Program,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/establish-regional-cardano-esports-team-and-events-program,3.91,187,30863309,46595156,0,30863309,ADA,NO,87087,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,118641,https://app.ideascaleapp.eu/t/UCNZg26,262,167,74,63.74%,44.31%,4.08,3.83,3.83
Fund12,Establishment of the MyLugano Hub: Web3 Innovation Center with Lugano Municipality Support,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/establishment-of-the-mylugano-hub-web3-innovation-center-with-lugano-municipality-support,3.98,163,17990840,48688079,0,17990840,ADA,NO,95000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,122474,https://app.ideascaleapp.eu/t/UCNZh4w,115,77,77,66.96%,100.00%,4.23,4.1,3.61
Fund12,Estate Ledger: Bridging the Gap between Real Estate and Blockchain,Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/estate-ledger-bridging-the-gap-between-real-estate-and-blockchain-6c629,4.01,187,27845362,44934527,0,27845362,ADA,NO,300000,NOT FUNDED,16600,Approval Threshold,Cardano Use Cases MVP,120463,https://app.ideascaleapp.eu/t/UCNZhWy,127,82,80,64.57%,97.56%,4.24,3.99,3.81
Fund12,Ethiopia: Cardano Ambassadors for Diverse Communities,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/ethiopia-cardano-ambassadors-for-diverse-communities,4.22,177,37829620,39753629,0,37829620,ADA,NO,89700,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,120665,https://app.ideascaleapp.eu/t/UCNZhbH,107,74,72,69.16%,97.30%,4.38,4.12,4.16
Fund12,Ethiopia: Cardano Dev Education,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/ethiopia-cardano-dev-education,4.25,231,31990506,43700996,0,31990506,ADA,NO,76500,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,121630,https://app.ideascaleapp.eu/t/UCNZhq6,120,71,70,59.17%,98.59%,4.5,4.1,4.14
Fund12,European Cardano Community Town Hall - Operation and Country Hubs,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/european-cardano-community-town-hall-operation-and-country-hubs-5210a,4.30,278,45487919,45001313,0,45487919,ADA,NO,98800,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,121776,https://app.ideascaleapp.eu/t/UCNZhtU,99,60,59,60.61%,98.33%,4.46,4.28,4.17
Fund12,"Evoke Phygital Marketplace, where every physical item paired with NFT",Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/evoke-phygital-marketplace-where-every-physical-item-paired-with-nft,3.99,141,26271730,47847353,0,26271730,ADA,NO,140000,NOT FUNDED,16600,Approval Threshold,Cardano Use Cases MVP,123493,https://app.ideascaleapp.eu/t/UCNZiLe,104,66,65,63.46%,98.48%,3.87,4.18,3.93
Fund12,EXIT: Blockchain for Sustainable Entertainment Hub,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/exit-blockchain-for-sustainable-entertainment-hub,3.82,136,19258636,41847553,0,19258636,ADA,NO,100000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,123508,https://app.ideascaleapp.eu/t/UCNZiLt,105,69,66,65.71%,95.65%,4.02,3.71,3.72
Fund12,Expand Cardano in LATAM: Onboarding Builders for Ecosystem Growth,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/expand-cardano-in-latam-onboarding-builders-for-ecosystem-growth,3.95,195,33764193,42809456,0,33764193,ADA,NO,98222,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,121667,https://app.ideascaleapp.eu/t/UCNZhri,112,68,68,60.71%,100.00%,4.09,4.06,3.69
Fund12,Expanding Cardano's Reach in Africa: New Hubs Outreach & Onboarding,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/expanding-cardanos-reach-in-africa-new-hubs-outreach-and-onboarding,4.33,286,54567873,45602441,0,54567873,ADA,YES,95000,FUNDED,878732,,Cardano Open Ecosystem,121916,https://app.ideascaleapp.eu/t/UCNZhvn,127,79,78,62.20%,98.73%,4.54,4.28,4.18
Fund12,Expanding the Cardano community,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/expanding-the-cardano-community,3.41,201,15710750,50606489,0,15710750,ADA,NO,32410,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,119649,https://app.ideascaleapp.eu/t/UCNZhJd,121,80,75,66.12%,93.75%,3.55,3.43,3.24
Fund12,"ExpertsWay - Elevate Blockchain Learning, Community Engagement, and University Collaboration",Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/expertsway-elevate-blockchain-learning-community-engagement-and-university-collaboration,4.12,176,26092744,44952576,0,26092744,ADA,NO,90000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,118686,https://app.ideascaleapp.eu/t/UCNZg3q,162,103,72,63.58%,69.90%,4.24,4.09,4.02
Fund12,Exploring RWA-backed Stablecoin Implementation on Cardano for more Liquidity and DeFi usecases,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/exploring-rwa-backed-stablecoin-implementation-on-cardano-for-more-liquidity-and-defi-usecases,4.10,189,40959106,40660514,0,40959106,ADA,NO,100000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,122161,https://app.ideascaleapp.eu/t/UCNZhzo,116,77,77,66.38%,100.00%,4.25,4.08,3.96
Fund12,"Exploring Web 3.0 Job board: A secure job platform, having built-in identity solution with seamless Web2.0 Integration",Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/exploring-web-30-job-board-a-secure-job-platform-having-built-in-identity-solution-with-seamless-web20-integration,4.01,144,15188091,44672582,0,15188091,ADA,NO,58900,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,122076,https://app.ideascaleapp.eu/t/UCNZhyP,124,86,86,69.35%,100.00%,4.29,3.81,3.92
Fund12,Extended NFT Ownership models + NFT Equity stock option,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/extended-nft-ownership-models-nft-equity-stock-option,3.68,149,9484752,43517128,0,9484752,ADA,NO,64000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,123227,https://app.ideascaleapp.eu/t/UCNZiHH,104,64,64,61.54%,100.00%,4.06,3.53,3.45
Fund12,Extending Cardano Mempool Explorer for user level analytics,Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/extending-cardano-mempool-explorer-for-user-level-analytics,4.07,226,42276664,44795039,0,42276664,ADA,NO,55000,NOT FUNDED,16600,Approval Threshold,Cardano Use Cases MVP,122753,https://app.ideascaleapp.eu/t/UCNZh9V,126,82,82,65.08%,100.00%,4.23,4.22,3.77
Fund12,"EXTENDING CARDANO PARTICIPATION TO CHURCHES IN ACCRA, GHANA",Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/extending-cardano-participation-to-churches-in-accra-ghana,3.34,180,9939673,53702103,0,9939673,ADA,NO,33350,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,120713,https://app.ideascaleapp.eu/t/UCNZhb4,121,73,71,60.33%,97.26%,3.43,3.41,3.18
Fund12,EXTENDING CARDANO PARTICIPATION TO WOMEN IN GHANA,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/extending-cardano-participation-to-women-in-ghana,3.81,192,32067028,54844604,0,32067028,ADA,NO,50400,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,123610,https://app.ideascaleapp.eu/t/UCNZiNY,138,93,81,67.39%,87.10%,3.96,3.73,3.74
Fund12,Extension of Onchain Social Payment directory to Cardano addresses,Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/extension-of-onchain-social-payment-directory-to-cardano-addresses,3.74,164,26748886,116641220,0,26748886,ADA,NO,300000,NOT FUNDED,16600,Approval Threshold,Cardano Use Cases MVP,122570,https://app.ideascaleapp.eu/t/UCNZh6V,114,72,72,63.16%,100.00%,3.99,3.76,3.46
Fund12,Facilitated discussions for increasing Cardano's economy,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/facilitated-discussions-for-increasing-cardanos-economy,3.84,163,8315624,45083625,0,8315624,ADA,NO,50000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,122526,https://app.ideascaleapp.eu/t/UCNZh5n,117,85,85,72.65%,100.00%,3.89,3.82,3.8
Fund12,Feasibility Research: Digital Identity for Soccer Players with Built in Player Transfer System,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/feasibility-research-digital-identity-for-soccer-players-with-built-in-player-transfer-system,3.63,152,17264916,43327264,0,17264916,ADA,NO,15000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,122726,https://app.ideascaleapp.eu/t/UCNZh84,113,73,73,64.60%,100.00%,3.78,3.48,3.64
Fund12,Fida - (Re)Insurance Investment Marketplace,Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/fida-reinsurance-investment-marketplace,3.98,200,51085789,47754290,0,51085789,ADA,YES,300000,NOT FUNDED,16600,Over Budget,Cardano Use Cases MVP,120188,https://app.ideascaleapp.eu/t/UCNZhSS,119,83,82,69.75%,98.80%,4.4,3.76,3.79
Fund12,Fida & PAINS - Research and PoC for Decentralized Earthquake Parametric Insurance,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/fida-and-pains-research-and-poc-for-decentralized-earthquake-parametric-insurance,3.97,155,39571819,42432780,0,39571819,ADA,NO,100000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,120472,https://app.ideascaleapp.eu/t/UCNZhW7,105,71,69,67.62%,97.18%,4.33,3.78,3.81
Fund12,FINGO Funding Instrument for Non Gubernamental Organizations,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/fingo-funding-instrument-for-non-gubernamental-organizations,3.89,137,43855327,42430506,0,43855327,ADA,NO,56349,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,119795,https://app.ideascaleapp.eu/t/UCNZhL1,111,70,70,63.06%,100.00%,4.17,3.69,3.8
Fund12,Foreon Network | Decentralized Prediction Market On Cardano,Cardano Use Cases: Product,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-product/foreon-network-or-decentralized-prediction-market-on-cardano,3.43,250,25547208,127424798,0,25547208,ADA,NO,410000,NOT FUNDED,10306,Approval Threshold,Cardano Use Cases Product,123603,https://app.ideascaleapp.eu/t/UCNZiNR,109,73,72,66.97%,98.63%,3.52,3.4,3.36
Fund12,Fostering Portuguese Speaking Cardano Community,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/fostering-portuguese-speaking-cardano-community,3.34,169,10361880,49664860,0,10361880,ADA,NO,54085,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,120002,https://app.ideascaleapp.eu/t/UCNZhPP,113,78,77,69.03%,98.72%,3.57,3.23,3.23
Fund12,"Fractionalize RWAs into Native Tokens on Cardano (open source, no-code solution)",Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/fractionalize-rwas-into-native-tokens-on-cardano-open-source-no-code-solution,4.39,261,64625279,40224471,0,64625279,ADA,YES,100000,FUNDED,5461057,,Cardano Use Cases Concept,122922,https://app.ideascaleapp.eu/t/UCNZiCH,108,70,69,64.81%,98.57%,4.54,4.35,4.27
Fund12,"FreeSpirit Academy: A homeschooling platform offering interactive content, community, and progress tracking for free-spirited learners",Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/freespirit-academy-a-homeschooling-platform-offering-interactive-content-community-and-progress-tracking-for-free-spirited-learners,3.63,143,8082495,43001845,0,8082495,ADA,NO,100000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,122895,https://app.ideascaleapp.eu/t/UCNZiBq,102,72,72,70.59%,100.00%,3.89,3.54,3.46
Fund12,"From BIG Pharma to DECENTralized pharma, a huge opportunity to implement real-world change.",Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/from-big-pharma-to-decentralized-pharma-a-huge-opportunity-to-implement-real-world-change,3.72,178,29451253,43886324,0,29451253,ADA,NO,100000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,118982,https://app.ideascaleapp.eu/t/UCNZg8h,135,81,69,60.00%,85.19%,3.93,3.64,3.58
Fund12,From Old to New: Leadership For Hubs As Self Sustaining Web3 Edtech Providers,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/from-old-to-new-leadership-for-hubs-as-self-sustaining-web3-edtech-providers,4.20,204,27571808,39928130,0,27571808,ADA,NO,98600,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,122569,https://app.ideascaleapp.eu/t/UCNZh6U,126,85,84,67.46%,98.82%,4.37,4.05,4.19
Fund12,"From Paper Deeds to Cardano SSI VCs in East Africa, Secure Digital Land Ownership for East Africa, accelerating Cardano adoption",Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/from-paper-deeds-to-cardano-ssi-vcs-in-east-africa-secure-digital-land-ownership-for-east-africa-accelerating-cardano-adoption,3.87,149,31203368,45021810,0,31203368,ADA,NO,92500,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,122571,https://app.ideascaleapp.eu/t/UCNZh6W,107,66,64,61.68%,96.97%,4.14,3.68,3.78
Fund12,"From Vacancy to Vitality: Cardano DAO and RWAs Transforming 424,000 Homes into $33 Billion Economic Hubs",Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/from-vacancy-to-vitality-cardano-dao-and-rwas-transforming-424000-homes-into-dollar33-billion-economic-hubs,4.35,258,79749205,42650558,0,79749205,ADA,YES,190111,NOT FUNDED,16600,Over Budget,Cardano Use Cases MVP,121664,https://app.ideascaleapp.eu/t/UCNZhrf,115,72,71,62.61%,98.61%,4.55,4.22,4.28
Fund12,From Zero to AdApps,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/from-zero-to-adapps-dc3ae,3.42,156,16660180,46965636,0,16660180,ADA,NO,41000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,123072,https://app.ideascaleapp.eu/t/UCNZiEk,117,74,72,63.25%,97.30%,3.62,3.4,3.24
Fund12,FTW DAO: investment decision tooling,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/ftw-dao-investment-decision-tooling,3.83,129,18222114,43227193,0,18222114,ADA,NO,80000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,123588,https://app.ideascaleapp.eu/t/UCNZiNC,106,64,60,60.38%,93.75%,4,4,3.49
Fund12,Fueling Africa's Cardano Revolution: Empowering university graduates with PRISM based credentials that facilitate job opportunities in Europe.,Cardano Use Cases: Product,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-product/fueling-africas-cardano-revolution-empowering-university-graduates-with-prism-based-credentials-that-facilitate-job-opportunities-in-europe,4.02,296,56138166,49449846,0,56138166,ADA,YES,120000,NOT FUNDED,10306,Over Budget,Cardano Use Cases Product,122058,https://app.ideascaleapp.eu/t/UCNZhx7,111,66,65,59.46%,98.48%,4.17,4.11,3.78
Fund12,Gamechanger: Education on Andamio and Work Courses,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/gamechanger-education-on-andamio-and-work-courses,3.77,242,53179568,47189172,0,53179568,ADA,YES,100000,FUNDED,478473,,Cardano Open Ecosystem,120445,https://app.ideascaleapp.eu/t/UCNZhWg,118,68,66,57.63%,97.06%,3.99,4,3.31
Fund12,Gamechanger: Inception IDE,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/gamechanger-inception-ide,3.92,272,35008484,34175521,0,35008484,ADA,NO,100000,NOT FUNDED,743,Approval Threshold,Cardano Open Developers,120115,https://app.ideascaleapp.eu/t/UCNZhRG,114,63,61,55.26%,96.83%,4.05,3.88,3.82
Fund12,GamFi: Empowering Crypto Innovation through Comprehensive IGO Launchpad and Marketplace,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/gamfi-empowering-crypto-innovation-through-comprehensive-igo-launchpad-and-marketplace,3.93,153,15955333,42420474,0,15955333,ADA,NO,50000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,121404,https://app.ideascaleapp.eu/t/UCNZhnO,111,74,74,66.67%,100.00%,4.08,3.78,3.93
